Year,Month,Day,Time,Miss,Slot,SlotM,Spin,SpinM,Winners,Payout
2021,Apr,1,01:05,true,2,5,7,5,1981,62655
2021,Apr,1,01:06,true,1,10,5,5,1226,15481
2021,Apr,1,01:07,true,4,3,5,5,1286,20520
2021,Apr,1,01:08,true,3,0,1,1,873,7145
2021,Apr,1,01:09,true,2,5,1,1,867,7197
2021,Apr,1,01:10,true,6,2,2,2,1220,17248
2021,Apr,1,01:10,true,2,2,1,1,765,5827
2021,Apr,1,01:11,true,7,2,2,2,1015,13800
2021,Apr,1,01:12,true,7,2,5,5,1152,19996
2021,Apr,1,01:13,true,8,3,1,1,704,5544
2021,Apr,1,01:14,true,3,0,2,2,988,12942
2021,Apr,1,01:14,true,2,5,5,5,1067,20594
2021,Apr,1,01:15,true,4,0,1,1,696,5909
2021,Apr,1,01:16,true,8,2,3,3,1819,11993
2021,Apr,1,01:17,true,8,3,3,3,1858,11461
2021,Apr,1,01:19,true,5,2,2,2,1014,8801
2021,Apr,1,01:19,true,4,2,2,2,927,7217
2021,Apr,1,01:20,true,3,3,7,5,1846,56838
2021,Apr,1,01:22,true,8,0,5,5,1064,18930
2021,Apr,1,01:23,true,8,0,2,2,944,12218
2021,Apr,1,01:23,false,1,5,1,5,667,12679
2021,Apr,1,01:24,true,5,2,6,10,1299,23681
2021,Apr,1,01:25,true,1,4,2,2,995,10236
2021,Apr,1,01:26,true,2,4,1,1,690,4876
2021,Apr,1,01:26,true,5,7,2,2,953,14064
2021,Apr,1,01:27,true,1,2,7,5,1941,62657
2021,Apr,1,01:29,true,8,2,1,1,623,2096
2021,Apr,1,01:30,true,4,3,1,1,606,5171
2021,Apr,1,01:30,true,1,7,6,10,1159,21752
2021,Apr,1,01:31,true,8,4,2,2,1033,16692
2021,Apr,1,01:32,true,6,0,2,2,972,14677
2021,Apr,1,01:33,true,4,2,1,1,625,5983
2021,Apr,1,01:34,true,8,3,6,10,1027,40772
2021,Apr,1,01:34,true,7,3,2,2,894,13241
2021,Apr,1,01:35,true,8,0,5,5,993,20949
2021,Apr,1,01:36,false,2,7,2,14,873,64018
2021,Apr,1,01:37,true,8,2,1,1,630,7872
2021,Apr,1,01:38,true,4,2,6,10,1092,46264
2021,Apr,1,01:38,true,4,3,1,1,605,4140
2021,Apr,1,01:39,true,7,3,2,2,936,18214
2021,Apr,1,01:40,false,4,0,4,10,1975,37393
2021,Apr,1,01:42,true,8,2,2,2,972,13785
2021,Apr,1,01:42,true,4,2,1,1,604,6571
2021,Apr,1,01:43,true,8,5,3,3,1662,11222
2021,Apr,1,01:44,true,4,0,1,1,554,7126
2021,Apr,1,01:45,true,8,0,1,1,488,5897
2021,Apr,1,01:46,true,3,3,1,1,454,6326
2021,Apr,1,01:47,false,5,5,5,25,803,76073
2021,Apr,1,01:47,true,8,2,6,10,970,60365
2021,Apr,1,01:48,false,2,2,2,4,895,27297
2021,Apr,1,01:49,true,7,2,1,1,543,5782
2021,Apr,1,01:50,false,2,7,2,14,823,72749
2021,Apr,1,01:51,false,3,0,3,4,1531,16358
2021,Apr,1,01:52,true,5,2,4,5,1799,20357
2021,Apr,1,01:53,true,2,3,6,10,1181,59768
2021,Apr,1,01:54,true,5,3,2,2,1051,15466
2021,Apr,1,01:55,true,5,5,4,20,1796,62257
2021,Apr,1,01:56,true,8,7,5,5,1217,34311
2021,Apr,1,01:57,true,1,2,3,25,1712,69925
2021,Apr,1,01:58,true,3,0,1,1,770,9378
2021,Apr,1,01:59,true,7,5,3,2,1714,8405
2021,Apr,1,02:00,true,4,3,2,2,1097,12870
2021,Apr,1,02:01,true,8,0,2,2,1051,15150
2021,Apr,1,02:02,true,8,3,1,1,643,9733
2021,Apr,1,02:03,false,2,10,2,20,917,112430
2021,Apr,1,02:03,true,7,2,2,2,994,11971
2021,Apr,1,02:04,true,1,4,5,5,1137,29100
2021,Apr,1,02:05,true,8,3,5,5,1104,29558
2021,Apr,1,02:06,true,4,3,8,15,1993,181647
2021,Apr,1,02:08,true,1,3,5,5,1042,28437
2021,Apr,1,02:09,true,4,0,2,2,1117,16057
2021,Apr,1,02:10,false,1,0,1,1,704,9758
2021,Apr,1,02:11,false,5,4,5,20,1045,100856
2021,Apr,1,02:12,true,1,5,2,2,1034,15996
2021,Apr,1,02:12,true,6,3,3,9,1615,34827
2021,Apr,1,02:13,true,2,2,5,5,1137,32104
2021,Apr,1,02:14,true,3,0,4,5,1856,23474
2021,Apr,1,02:16,true,3,0,1,1,714,6101
2021,Apr,1,02:17,true,3,0,1,1,661,6801
2021,Apr,1,02:17,true,1,2,8,15,1742,79906
2021,Apr,1,02:19,true,4,3,1,1,622,8398
2021,Apr,1,02:20,true,4,4,1,1,660,8911
2021,Apr,1,02:21,true,2,5,1,1,626,8022
2021,Apr,1,02:21,true,2,10,4,10,1754,42903
2021,Apr,1,02:23,true,4,2,2,2,1037,19451
2021,Apr,1,02:24,true,5,5,2,2,1013,13485
2021,Apr,1,02:25,true,5,3,1,1,578,5395
2021,Apr,1,02:25,true,3,2,4,10,1704,40423
2021,Apr,1,02:27,false,1,3,1,3,595,13493
2021,Apr,1,02:28,false,5,0,5,5,1161,38438
2021,Apr,1,02:28,true,8,2,3,15,1635,51413
2021,Apr,1,02:30,true,4,2,3,20,1589,72687
2021,Apr,1,02:31,true,4,4,5,5,1213,37890
2021,Apr,1,02:32,true,2,2,6,10,1369,65434
2021,Apr,1,02:32,true,7,2,2,2,1142,20289
2021,Apr,1,02:33,true,5,3,7,5,1960,79132
2021,Apr,1,02:35,true,7,4,2,2,1078,18880
2021,Apr,1,02:35,false,1,5,1,5,730,25774
2021,Apr,1,02:36,true,8,5,2,2,1088,18366
2021,Apr,1,02:37,true,1,4,5,5,1263,36051
2021,Apr,1,02:38,true,4,0,1,1,674,8256
2021,Apr,1,02:39,false,5,7,5,35,1096,218414
2021,Apr,1,02:39,false,7,4,7,20,1798,230103
2021,Apr,1,02:41,true,5,5,6,10,1325,46205
2021,Apr,1,02:42,true,6,0,2,2,1189,16126
2021,Apr,1,02:43,true,4,4,5,5,1319,35916
2021,Apr,1,02:44,true,4,0,1,1,785,4569
2021,Apr,1,02:45,true,7,0,1,1,733,9141
2021,Apr,1,02:45,true,6,5,1,1,681,6034
2021,Apr,1,02:47,true,5,0,2,2,1126,22957
2021,Apr,1,02:48,true,4,3,6,10,1346,67145
2021,Apr,1,02:49,true,4,3,3,8,1854,37318
2021,Apr,1,02:50,true,8,2,1,1,713,9131
2021,Apr,1,02:51,true,1,5,2,2,1005,20829
2021,Apr,1,02:52,false,2,7,2,14,1007,89025
2021,Apr,1,02:52,true,5,3,3,3,1656,17762
2021,Apr,1,02:54,true,5,4,2,2,1018,20666
2021,Apr,1,02:54,true,8,0,5,5,1279,37066
2021,Apr,1,02:55,true,3,25,5,5,1185,32421
2021,Apr,1,02:56,true,3,2,1,1,679,9115
2021,Apr,1,02:57,true,8,2,5,5,1062,24429
2021,Apr,1,02:58,true,8,3,5,5,1117,28841
2021,Apr,1,02:58,true,1,0,4,20,1757,95912
2021,Apr,1,03:00,true,7,5,5,5,1170,37752
2021,Apr,1,03:01,true,8,10,1,1,665,7721
2021,Apr,1,03:02,true,8,2,6,10,1331,75359
2021,Apr,1,03:03,false,1,2,1,2,631,3826
2021,Apr,1,03:03,true,5,3,1,1,633,8021
2021,Apr,1,03:04,true,7,0,1,1,615,9734
2021,Apr,1,03:05,true,7,2,2,2,1014,22704
2021,Apr,1,03:06,true,4,4,5,5,1126,34847
2021,Apr,1,03:06,false,1,2,1,2,556,12839
2021,Apr,1,03:07,true,8,5,2,2,884,26764
2021,Apr,1,03:08,true,3,2,1,1,503,10380
2021,Apr,1,03:09,true,2,5,1,1,487,9975
2021,Apr,1,03:10,true,8,2,2,2,740,9985
2021,Apr,1,03:11,true,6,4,1,1,406,7148
2021,Apr,1,03:11,true,1,15,2,2,715,17966
2021,Apr,1,03:12,true,5,0,2,2,748,14126
2021,Apr,1,03:13,true,1,2,5,5,839,16320
2021,Apr,1,03:14,true,5,2,2,2,690,6681
2021,Apr,1,03:15,true,5,2,2,2,672,16261
2021,Apr,1,03:15,true,4,3,6,10,833,64484
2021,Apr,1,03:16,true,7,2,1,1,440,9765
2021,Apr,1,03:17,true,6,4,1,1,413,5407
2021,Apr,1,03:18,true,4,5,6,10,767,58780
2021,Apr,1,03:18,true,6,3,4,15,1316,57997
2021,Apr,1,03:20,true,2,0,4,25,1285,89540
2021,Apr,1,03:22,true,3,3,2,2,792,18534
2021,Apr,1,03:22,true,8,2,1,1,453,7261
2021,Apr,1,03:23,true,6,3,2,2,734,16143
2021,Apr,1,03:24,true,6,2,2,2,740,17252
2021,Apr,1,03:25,true,6,3,5,5,855,39190
2021,Apr,1,03:25,true,8,0,4,10,1279,34266
2021,Apr,1,03:27,false,1,7,1,7,460,32320
2021,Apr,1,03:28,false,1,2,1,2,483,10945
2021,Apr,1,03:29,true,7,7,2,2,743,14798
2021,Apr,1,03:29,true,7,4,1,1,407,1686
2021,Apr,1,03:30,true,5,0,2,2,662,6364
2021,Apr,1,03:31,true,3,2,2,2,652,14100
2021,Apr,1,03:32,true,3,0,5,5,729,28040
2021,Apr,1,03:32,true,8,2,3,15,1175,60281
2021,Apr,1,03:34,true,1,0,3,2,1174,9844
2021,Apr,1,03:35,false,2,2,2,4,730,28628
2021,Apr,1,03:36,true,7,2,2,2,723,15843
2021,Apr,1,03:37,true,6,0,1,1,452,15892
2021,Apr,1,03:37,true,7,5,1,1,418,10208
2021,Apr,1,03:38,true,1,0,3,15,1047,49084
2021,Apr,1,03:39,true,6,3,1,1,380,6600
2021,Apr,1,03:40,true,7,4,3,15,1071,49265
2021,Apr,1,03:41,true,5,3,1,1,403,9803
2021,Apr,1,03:42,true,6,4,1,1,419,10038
2021,Apr,1,03:43,true,4,2,5,5,700,30941
2021,Apr,1,03:43,true,1,0,3,5,1162,23567
2021,Apr,1,03:45,false,1,0,1,1,368,9905
2021,Apr,1,03:45,true,7,3,2,2,591,19702
2021,Apr,1,03:46,false,1,5,1,5,320,26618
2021,Apr,1,03:47,true,3,4,2,2,561,13933
2021,Apr,1,03:48,true,5,3,7,5,1166,144548
2021,Apr,1,03:50,false,5,3,5,15,612,56629
2021,Apr,1,03:50,true,6,0,2,2,604,13366
2021,Apr,1,03:51,true,1,10,5,5,698,36061
2021,Apr,1,03:52,false,5,0,5,5,693,31055
2021,Apr,1,03:52,true,4,2,6,10,861,62583
2021,Apr,1,03:53,true,3,0,7,5,1268,63998
2021,Apr,1,03:55,true,3,7,6,10,875,67345
2021,Apr,1,03:56,true,8,2,4,20,1335,76632
2021,Apr,1,03:57,true,8,0,1,1,512,12699
2021,Apr,1,03:58,true,8,0,2,2,756,17989
2021,Apr,1,03:59,true,3,2,1,1,479,9366
2021,Apr,1,03:59,true,8,0,1,1,448,9170
2021,Apr,1,04:00,true,7,0,3,4,1270,21513
2021,Apr,1,04:01,true,2,15,5,5,815,29637
2021,Apr,1,04:02,true,8,2,1,1,453,9335
2021,Apr,1,04:03,true,8,2,2,2,696,18608
2021,Apr,1,04:04,true,3,3,1,1,395,9184
2021,Apr,1,04:04,true,5,3,3,4,1148,18569
2021,Apr,1,04:06,true,6,7,5,5,735,30009
2021,Apr,1,04:06,true,8,3,5,5,724,36485
2021,Apr,1,04:07,true,5,3,1,1,399,10164
2021,Apr,1,04:08,false,1,3,1,3,382,20891
2021,Apr,1,04:09,true,3,5,5,5,633,27027
2021,Apr,1,04:09,true,1,0,5,5,650,22882
2021,Apr,1,04:10,true,8,5,2,2,582,14754
2021,Apr,1,04:11,true,5,3,1,1,344,7833
2021,Apr,1,04:12,true,4,5,2,2,489,12582
2021,Apr,1,04:12,true,2,2,1,1,304,7043
2021,Apr,1,04:13,true,2,0,1,1,293,6946
2021,Apr,1,04:14,false,7,0,7,5,914,53594
2021,Apr,1,04:15,true,8,3,2,2,463,13237
2021,Apr,1,04:16,true,5,0,2,2,494,10490
2021,Apr,1,04:17,true,5,3,1,1,319,3932
2021,Apr,1,04:18,true,2,2,5,5,540,8792
2021,Apr,1,04:18,true,8,3,1,1,298,1966
2021,Apr,1,04:19,true,1,3,2,2,445,4124
2021,Apr,1,04:20,true,2,2,1,1,268,4492
2021,Apr,1,04:21,true,6,2,3,8,803,17263
2021,Apr,1,04:22,false,2,3,2,6,453,9319
2021,Apr,1,04:23,true,6,15,2,2,469,4026
2021,Apr,1,04:23,true,8,2,1,1,309,1877
2021,Apr,1,04:24,true,8,2,1,1,284,1649
2021,Apr,1,04:25,true,3,2,1,1,263,1900
2021,Apr,1,04:26,true,4,3,1,1,246,1780
2021,Apr,1,04:26,true,3,2,2,2,398,2875
2021,Apr,1,04:27,true,8,0,5,5,430,5673
2021,Apr,1,04:28,true,8,3,1,1,256,2041
2021,Apr,1,04:29,true,8,2,1,1,252,1956
2021,Apr,1,04:29,true,7,0,1,1,246,1875
2021,Apr,1,04:30,true,1,0,6,10,392,10285
2021,Apr,1,04:31,true,8,0,1,1,240,1835
2021,Apr,1,04:32,true,1,2,2,2,368,4072
2021,Apr,1,04:33,true,4,3,5,5,402,3969
2021,Apr,1,04:33,true,1,0,2,2,393,3621
2021,Apr,1,04:34,true,5,2,2,2,387,3317
2021,Apr,1,04:35,true,1,3,7,5,807,29984
2021,Apr,1,04:37,true,8,0,2,2,397,2863
2021,Apr,1,04:37,false,7,2,7,10,812,75628
2021,Apr,1,04:39,false,1,0,1,1,309,2602
2021,Apr,1,04:40,true,4,3,1,1,316,1790
2021,Apr,1,04:41,true,3,2,1,1,306,2205
2021,Apr,1,04:42,true,7,2,1,1,306,2052
2021,Apr,1,04:42,true,7,3,5,5,482,10727
2021,Apr,1,04:43,true,1,5,2,2,476,4629
2021,Apr,1,04:44,true,1,0,2,2,463,5521
2021,Apr,1,04:45,true,4,50,1,1,302,11001
2021,Apr,1,04:46,true,8,5,2,2,427,4280
2021,Apr,1,04:46,true,7,0,1,1,293,2257
2021,Apr,1,04:47,false,5,2,5,10,451,7987
2021,Apr,1,04:48,true,1,5,4,14,943,27192
2021,Apr,1,04:50,true,4,2,1,1,306,2211
2021,Apr,1,04:51,true,7,3,1,1,311,1914
2021,Apr,1,04:52,true,2,3,3,3,877,5337
2021,Apr,1,04:53,true,2,10,4,5,969,9651
2021,Apr,1,04:55,true,7,2,2,2,531,4475
2021,Apr,1,04:55,true,1,5,2,2,494,4129
2021,Apr,1,04:56,true,2,3,1,1,332,1804
2021,Apr,1,04:57,true,1,4,2,2,424,3646
2021,Apr,1,04:58,false,3,4,3,40,769,44924
2021,Apr,1,04:59,true,4,2,6,10,523,13450
2021,Apr,1,05:00,true,4,10,2,2,470,2759
2021,Apr,1,05:00,true,3,3,2,2,482,3081
2021,Apr,1,05:01,true,1,0,4,10,961,17898
2021,Apr,1,05:03,true,3,7,6,10,602,16291
2021,Apr,1,05:04,true,4,2,5,5,618,6532
2021,Apr,1,05:04,true,4,0,1,1,379,2328
2021,Apr,1,05:05,true,1,10,2,2,547,3554
2021,Apr,1,05:06,true,4,2,1,1,368,1919
2021,Apr,1,05:07,true,7,3,1,1,322,1907
2021,Apr,1,05:08,true,6,4,1,1,318,1918
2021,Apr,1,05:08,true,5,4,1,1,313,1962
2021,Apr,1,05:09,true,4,2,2,2,464,2942
2021,Apr,1,05:10,true,2,2,5,5,464,4067
2021,Apr,1,05:11,true,6,0,3,3,826,4283
2021,Apr,1,05:12,false,5,0,5,5,480,3222
2021,Apr,1,05:13,true,2,0,1,1,311,1364
2021,Apr,1,05:14,true,7,4,5,5,436,3215
2021,Apr,1,05:14,true,8,5,6,10,491,6576
2021,Apr,1,05:15,true,2,3,6,10,500,6820
2021,Apr,1,05:16,true,8,2,6,10,503,7174
2021,Apr,1,05:17,true,6,2,1,1,338,1438
2021,Apr,1,05:17,true,3,2,5,5,469,4250
2021,Apr,1,05:18,true,7,2,1,1,308,1631
2021,Apr,1,05:19,true,7,0,8,25,850,58475
2021,Apr,1,05:21,false,5,2,5,10,475,5973
2021,Apr,1,05:22,true,6,3,4,35,886,65478
2021,Apr,1,05:23,true,1,2,2,2,538,2907
2021,Apr,1,05:24,false,1,2,1,2,368,2172
2021,Apr,1,05:25,true,3,3,2,2,514,2625
2021,Apr,1,05:25,false,6,3,6,30,649,46569
2021,Apr,1,05:26,true,8,0,4,40,989,56984
2021,Apr,1,05:28,true,8,0,5,5,661,5645
2021,Apr,1,05:28,true,2,0,7,5,1073,39336
2021,Apr,1,05:30,true,8,2,5,5,654,6869
2021,Apr,1,05:31,true,3,4,1,1,441,1643
2021,Apr,1,05:32,true,6,0,5,5,673,6978
2021,Apr,1,05:32,true,8,4,5,5,675,8079
2021,Apr,1,05:33,true,8,0,6,10,813,21138
2021,Apr,1,05:34,true,6,4,1,1,417,1620
2021,Apr,1,05:34,true,1,2,5,5,710,9410
2021,Apr,1,05:35,true,4,4,1,1,410,1665
2021,Apr,1,05:36,true,5,7,2,2,612,5498
2021,Apr,1,05:37,false,3,4,3,60,1076,119929
2021,Apr,1,05:38,true,7,4,2,2,615,4814
2021,Apr,1,05:39,true,1,0,2,2,643,4388
2021,Apr,1,05:39,true,2,4,7,5,1143,41691
2021,Apr,1,05:41,true,5,2,2,2,675,3702
2021,Apr,1,05:42,true,8,3,2,2,709,4461
2021,Apr,1,05:43,true,6,2,1,1,480,2175
2021,Apr,1,05:43,true,3,0,1,1,465,3173
2021,Apr,1,05:44,true,4,2,5,5,731,6975
2021,Apr,1,05:45,true,6,4,1,1,423,1924
2021,Apr,1,05:46,true,4,0,1,1,429,1940
2021,Apr,1,05:46,true,8,7,1,1,382,2389
2021,Apr,1,05:47,true,7,4,2,2,534,3367
2021,Apr,1,05:48,true,6,3,2,2,527,3893
2021,Apr,1,05:49,true,8,7,1,1,340,1763
2021,Apr,1,05:49,true,2,3,1,1,351,2350
2021,Apr,1,05:50,true,8,4,1,1,361,1759
2021,Apr,1,05:51,true,5,2,3,20,880,33988
2021,Apr,1,05:52,true,3,3,5,5,579,5297
2021,Apr,1,05:53,true,6,0,8,25,1009,96201
2021,Apr,1,05:55,true,3,3,1,1,390,2691
2021,Apr,1,05:56,true,8,0,1,1,416,3140
2021,Apr,1,05:56,true,3,0,5,5,580,8292
2021,Apr,1,05:57,true,1,4,3,9,957,20058
2021,Apr,1,05:58,true,4,2,2,2,580,5874
2021,Apr,1,05:59,true,8,3,1,1,395,1583
2021,Apr,1,06:00,true,3,5,1,1,387,1864
2021,Apr,1,06:01,false,1,10,1,10,354,9336
2021,Apr,1,06:02,false,1,4,1,4,368,3885
2021,Apr,1,06:02,true,5,2,1,1,404,1505
2021,Apr,1,06:03,true,5,0,2,2,490,2532
2021,Apr,1,06:04,true,8,0,1,1,332,1196
2021,Apr,1,06:05,true,8,3,2,2,433,2036
2021,Apr,1,06:06,true,1,0,2,2,408,1972
2021,Apr,1,06:07,true,4,2,1,1,335,1530
2021,Apr,1,06:07,true,5,4,2,2,388,1438
2021,Apr,1,06:08,true,3,5,1,1,312,1197
2021,Apr,1,06:09,true,3,4,1,1,285,1137
2021,Apr,1,06:10,true,6,7,4,5,814,6348
2021,Apr,1,06:12,true,7,3,3,4,788,5376
2021,Apr,1,06:13,true,3,2,6,10,525,10659
2021,Apr,1,06:14,true,8,0,1,1,311,1137
2021,Apr,1,06:14,true,7,7,2,2,434,1709
2021,Apr,1,06:15,true,3,0,1,1,313,1132
2021,Apr,1,06:16,true,4,2,2,2,405,1984
2021,Apr,1,06:17,true,4,2,1,1,294,1378
2021,Apr,1,06:18,true,8,0,7,5,724,26443
2021,Apr,1,06:19,true,5,3,2,2,382,2474
2021,Apr,1,06:20,false,3,4,3,60,709,61655
2021,Apr,1,06:22,true,8,0,2,2,455,2819
2021,Apr,1,06:23,false,1,2,1,2,344,1952
2021,Apr,1,06:23,true,2,2,5,5,503,7603
2021,Apr,1,06:24,true,2,10,5,5,505,7060
2021,Apr,1,06:25,true,7,3,2,2,534,3264
2021,Apr,1,06:26,true,2,10,1,1,359,1584
2021,Apr,1,06:27,false,6,3,6,30,596,31873
2021,Apr,1,06:27,false,1,4,1,4,361,3707
2021,Apr,1,06:28,true,7,10,1,1,364,1725
2021,Apr,1,06:29,true,4,2,1,1,371,1883
2021,Apr,1,06:30,true,4,2,5,5,556,5696
2021,Apr,1,06:31,true,2,0,1,1,353,1403
2021,Apr,1,06:32,false,1,4,1,4,361,3655
2021,Apr,1,06:32,true,4,2,3,15,908,23887
2021,Apr,1,06:34,true,8,3,4,10,956,20033
2021,Apr,1,06:35,true,7,2,1,1,396,1577
2021,Apr,1,06:36,true,1,10,5,5,564,5640
2021,Apr,1,06:37,true,6,0,1,1,433,1867
2021,Apr,1,06:38,true,3,3,1,1,406,1905
2021,Apr,1,06:38,true,1,7,5,5,527,5547
2021,Apr,1,06:39,true,4,7,7,5,922,21043
2021,Apr,1,06:41,true,5,4,1,1,430,1845
2021,Apr,1,06:42,true,4,7,2,2,557,4384
2021,Apr,1,06:42,true,3,15,7,5,943,24189
2021,Apr,1,06:44,true,1,3,2,2,550,3573
2021,Apr,1,06:45,true,1,3,3,3,965,5491
2021,Apr,1,06:46,false,2,2,2,4,0,0
2021,Apr,1,06:47,true,1,2,2,2,546,3241
2021,Apr,1,06:48,true,4,5,2,2,568,4123
2021,Apr,1,06:49,true,4,0,2,2,555,3933
2021,Apr,1,06:49,true,2,2,6,10,673,14855
2021,Apr,1,06:50,true,1,2,2,2,546,3759
2021,Apr,1,06:51,true,7,0,2,2,590,3209
2021,Apr,1,06:52,true,3,2,1,1,413,2089
2021,Apr,1,06:53,true,5,0,1,1,392,1915
2021,Apr,1,06:54,true,3,2,4,10,1021,14095
2021,Apr,1,06:55,true,8,2,6,10,608,10320
2021,Apr,1,06:56,true,4,3,1,1,403,1544
2021,Apr,1,06:57,true,1,7,2,2,538,2808
2021,Apr,1,06:58,true,1,20,6,10,614,9058
2021,Apr,1,06:58,false,1,2,1,2,435,3486
2021,Apr,1,06:59,true,3,4,1,1,420,1514
2021,Apr,1,07:00,true,3,4,2,2,539,2732
2021,Apr,1,07:01,true,4,4,6,10,614,10562
2021,Apr,1,07:02,true,4,10,2,2,516,2651
2021,Apr,1,07:03,true,2,0,1,1,383,1411
2021,Apr,1,07:04,true,8,0,2,2,483,2625
2021,Apr,1,07:04,false,1,0,1,1,343,1285
2021,Apr,1,07:05,true,6,2,5,5,514,4105
2021,Apr,1,07:06,true,6,4,2,2,488,2486
2021,Apr,1,07:07,true,8,5,1,1,341,1310
2021,Apr,1,07:08,true,8,2,5,5,492,3439
2021,Apr,1,07:08,true,5,0,1,1,305,1362
2021,Apr,1,07:09,true,7,3,4,10,974,14313
2021,Apr,1,07:11,true,4,2,2,2,460,3734
2021,Apr,1,07:12,true,6,0,5,5,541,4935
2021,Apr,1,07:12,false,1,0,1,1,374,1396
2021,Apr,1,07:13,true,7,5,4,15,980,20898
2021,Apr,1,07:15,true,6,2,3,2,986,3872
2021,Apr,1,07:17,true,2,4,5,5,715,5450
2021,Apr,1,07:18,true,7,3,1,1,463,1346
2021,Apr,1,07:19,true,6,2,1,1,415,1291
2021,Apr,1,07:19,true,5,0,1,1,383,1279
2021,Apr,1,07:20,true,3,2,1,1,397,1391
2021,Apr,1,07:21,true,5,3,1,1,343,1219
2021,Apr,1,07:22,true,7,0,1,1,336,1103
2021,Apr,1,07:23,false,1,10,1,10,318,6915
2021,Apr,1,07:23,false,3,2,3,8,913,9959
